OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
280,6722,AK6360814247919990612,DENNISON-TAYLOR,1999,6,12,151646.8619,136969926.9,Wildfire
281,32987,AK6361314275619990612,UPPERWESTFORK,1999,6,12,342921.3603,673088425.1,Wildfire
282,1231,AK6362114303219860615,60 MILE,1986,6,15,36087.61284,25125356.97,Wildfire
283,5323,AK6362615097920150623,BEAR CREEK,2015,6,23,93972.29874,108879873.9,Wildfire
284,89061,AK6362615589020020526,COLORADO CREEK,2002,5,26,350267.5856,1818967907,Wildfire
285,124677,AK6362915301920150705,MUNSATLI 2,2015,7,5,905594.9429,2562091009,Wildfire
286,9675,AK6364915628320100529,MCLEAN CREEK,2010,5,29,92030.16512,197935792.8,Wildfire
287,5145,AK6365415551420020526,SUSULATNA,2002,5,26,102609.4321,105293715.3,Wildfire
288,25615,AK6365915647319880712,804037,1988,7,12,228999.4914,524385491.7,Wildfire
289,4164,AK6366015642520100529,TWOMILE CREEK,2010,5,29,68828.99713,85243804.28,Prescribed Fire
290,1478,AK6366114287519860615,WEST FORK,1986,6,15,44574.66724,30261988.54,Wildfire
291,42797,AK6366214184319980101,STP001,1998,1,1,371720.0839,876297994.9,Wildfire
292,24573,AK6366415144819860705,MHM SE 27,1986,7,5,243093.9356,503217395.1,Wildfire
293,18963,AK6366415223220090617,FORAKER POND,2009,6,17,221351.1316,389062758.3,Wildfire
294,1571,AK6367315116519860705,MHM SE 36,1986,7,5,46039.68931,32202224.92,Wildfire
295,8859,AK6368015788320150627,WAPOO,2015,6,27,114409.3818,181556478.9,Wildfire
296,127133,AK6369115895720050726,PAPA WILLIE CREEK,2005,7,26,673951.9462,2595281034,Wildfire
297,20257,AK6369215387320050615,STONE CREEK,2005,6,15,202078.6832,415638240.3,Wildfire
298,34217,AK6369315014320130626,TOKLAT RIVER EAST,2013,6,26,218376.1436,707187740,Wildfire
299,1494,AK6369614516520100527,DELTA COMPLEX (UPPER GERSTLE),2010,5,27,37931.47512,30672869.4,Wildfire
300,23382,AK6370915364420150626,EDEN CREEK,2015,6,26,201846.7051,481944063.7,Wildfire
301,26410,AK6371115203319900709,HOT SLOUGH,1990,7,9,172616.4162,542648888.8,Wildfire
302,9148,AK6371314134320060618,DENNISON,2006,6,18,144059.0535,188000781.5,Wildfire
303,5877,AK6371314242619980630,WEST FORK,1998,6,30,102065.4908,120765171,Wildfire
304,9736,AK6371714155219980101,STP001,1998,1,1,207254.5651,200133337.7,Wildfire
305,2067,AK6371814232120060711,FAIRPLAY,2006,7,11,56200.69488,42480750.25,Wildfire
306,7421,AK6372515966920130620,RIDGE TOP,2013,6,20,129579.1544,152508804.4,Wildfire
307,28825,AK6372615427420020604,SULUKNA,2002,6,4,213991.4433,592879165.7,Wildfire
308,3868,AK6373115895419900701,32044,1990,7,1,93149.63515,79486367.96,Wildfire
309,47567,AK6374015135419900630,BEAR CREEK,1990,6,30,358679.3175,979326662.3,Wildfire
310,3537,AK6384515594519910707,SURPRISE,1991,7,7,47405.40278,73356473.49,Wildfire
311,1949,AK6384915357320100528,PARADISE FORK,2010,5,28,53400.44446,40440250.72,Prescribed Fire
312,16385,AK6385314372720130622,BILLY CREEK,2013,6,22,195342.9594,340207866.8,Wildfire
313,1912,AK6385715178619900708,BILLBERG,1990,7,8,49598.06592,39693835.7,Wildfire
314,40844,AK6386414554119870522,GRANITE CREEK,1987,5,22,186680.5754,848349862.3,Wildfire
315,4380,AK6386415957520040722,BEAR CREEK,2004,7,22,71176.83852,90981690.84,Wildfire
316,1622,AK6386715377120050708,TELSITNA 2,2005,7,8,45572.94137,33695572.92,Wildfire
317,2470,AK6386815097020150625,MOOSE CREEK,2015,6,25,91192.89425,51275899.43,Wildfire
318,3371,AK6387115557319910628,131521,1991,6,28,69604.2975,70046694.08,Wildfire
319,12071,AK6387215071520000624,OTTER CREEK,2000,6,24,176625.3828,250859402.4,Wildfire
320,58145,AK6387215719420020522,GALATEA CREEK,2002,5,22,366594.8108,1208376603,Wildfire
321,10974,AK6388415351220150705,SETHKOKNA 2,2015,7,5,165758.4397,228376528.8,Wildfire
322,2674,AK6388515017320110709,CHITSIAMOUNTAIN,2011,7,9,43763.45193,55588495.33,Wildfire
323,8530,AK6388515285420020802,LYNX CREEK,2002,8,2,79959.78806,177424892.6,Wildfire
324,59189,AK6389314599320130530,MISSISSIPPI,2013,5,30,649499.98,1245254348,Wildfire
325,2256,AK6389315783219910628,GAL S 57,1991,6,28,57906.2512,46949204.92,Wildfire
326,31621,AK6390615441720150623,OUR CREEK,2015,6,23,295172.6553,661760125.3,Wildfire
327,72638,AK6390814635820020515,SPURS,2002,5,15,348343.0802,1513451978,Wildfire
328,33629,AK6390815136820130622,MOVING RIVER,2013,6,22,426425.7134,700067064.7,Wildfire
329,18346,AK6391514573119990611,DONNELLY FLATS,1999,6,11,180524.1791,382443473.1,Wildfire
330,2339,AK6378815566319910628,131520,1991,6,28,56401.85654,48349005.35,Wildfire
331,71718,AK6379315629220020526,BEAR CREEK,2002,5,26,377885.8006,1482124777,Wildfire
332,1399,AK6379515502919840623,414060,1984,6,23,40819.23416,28920112.78,Wildfire
333,1108,AK6379516024619900702,UNK SE 10,1990,7,2,28350.64479,22893258.33,Wildfire
334,59693,AK6379815714219880712,832097,1988,7,12,377222.7492,1234065513,Wildfire
335,8444,AK6380815802720150625,LITTLE MUD RIVER,2015,6,25,87936.25498,175070241,Wildfire
336,48197,AK6380915201720150625,CARLSON LAKE,2015,6,25,485116.4178,996912921.6,Wildfire
337,21139,AK6381514513419940614,HAJDUKOVICH,1994,6,14,149294.2527,437533112.4,Wildfire
338,13150,AK6381615490920090526,SUSULATNA,2009,5,26,235767.7443,272203359.2,Wildfire
339,58025,AK6381615873020020717,KHOTOL RIVER,2002,7,17,584848.8894,1201135424,Wildfire
340,6565,AK6381915150519860705,MHM ESE 23,1986,7,5,92117.72597,135914357.4,Wildfire
341,2996,AK6382115360820050711,SETHKOKNA RIVER,2005,7,11,70588.89914,61986743.9,Wildfire
342,1010,AK6383014589020100508,TEXAS RANGE RX,2010,5,8,19124.17908,20920097.48,Prescribed Fire
343,5098,AK6383114584820080520,BOLIO LAKE RX,2008,5,20,78461.55427,105617030.1,Prescribed Fire
344,10818,AK6383315238320150627,DEEP CREEK,2015,6,27,138235.6298,223884151.9,Wildfire
345,1116,AK6383315453320150626,BRIDGE,2015,6,26,35646.26721,23141902.74,Wildfire
346,31347,AK6383315580420000625,TANGO CREEK,2000,6,25,337566.9401,649323716.8,Wildfire
347,4863,AK6383815072620000625,UPPER OTTER CREEK,2000,6,25,86835.89341,100807513.1,Wildfire
348,7533,AK6384115414720070521,SULUKNA RIVER WFU,2007,5,21,116193.2373,155943383.2,Wildland Fire Use
349,322783,AK6384514248320040615,TAYLOR HIGHWAY COMPLEX (CHICKEN),2004,6,15,1085335.308,6720516063,Wildfire
350,3375,AK6397015063719900705,SANDLESSLK,1990,7,5,89948.96643,70563405.96,Wildfire
351,8967,AK6397714636220100508,OKLAHOMA IMPACT AREA,2010,5,8,136818.3043,187747035.7,Prescribed Fire
352,48236,AK6397715103220090617,BEAR CREEK,2009,6,17,384989.5418,1009936870,Wildland Fire Use
353,10226,AK6397814659720040614,HILLBILLY,2004,6,14,92152.67421,214120548.6,Wildfire
354,15635,AK6397815593220150627,POORMAN CREEK,2015,6,27,231201.2982,328747941.5,Wildfire
355,98775,AK6397915284020000610,SPIRIT LAKE,2000,6,10,411723.1822,2068466995,Wildfire
356,53368,AK6398014635320140510,1 OKLAHOMA RANGE,2014,5,10,284865.3898,1113757197,Prescribed Fire
357,3516,AK6398016005519910608,132225,1991,6,8,66104.25291,73637381.55,Wildfire
358,6446,AK6398814635020120925,INDUSTRIAL PARK,2012,9,25,99733.85939,135012494.5,Wildfire
359,1690,AK6398914522919950503,CLEARWATER#1,1995,5,3,37920.83718,35409252.98,Wildfire
360,56932,AK6398915063220130625,SANDLESS LAKE,2013,6,25,639535.8053,1200572830,Wildfire
361,2548,AK6399014425720100528,DELTA COMPLEX (SOUTH FORK HEALY),2010,5,28,47584.76828,53391501.69,Wildfire
362,1792,AK6400214649820010927,HILLBILLY,2001,9,27,44352.42862,37582675.97,Wildfire
363,46475,AK6400215979220150620,OLD WOMAN,2015,6,20,404968.4311,977268838.1,Wildfire
364,25914,AK6400615765019880713,831024,1988,7,13,276892.0622,543718189.5,Wildfire
365,29750,AK6401314634520160411,DTAW OKLAHOMA IMPACT AREA RX,2016,4,11,164265.6017,622326334,Prescribed Fire
366,1181,AK6401315602120160714,CAMP CREEK,2016,7,14,44621.63045,24803212.02,Wildfire
367,89279,AK6402414159320040622,TAYLOR HIGHWAY COMPLEX (WALL STREET),2004,6,22,391223.7829,1875601767,Wildfire
368,5310,AK6402515022419900707,CHITSIA,1990,7,7,84824.20127,111564388.6,Wildfire
369,29564,AK6402915126619860614,632010,1986,6,14,225855.0214,621318051,Wildfire
370,10148,AK6403016069720150621,EGAVIK,2015,6,21,134333.5,213188809.2,Wildfire
371,22110,AK6403314630720140513,100 MILE CREEK,2014,5,13,171524.3774,466460873.5,Wildfire
372,21968,AK6403515783820150623,ILLINOIS MINE,2015,6,23,267680.7014,462471085.7,Wildfire
373,17389,AK6403715564820150622,GENTIAN,2015,6,22,232357.243,365737858.8,Wildfire
374,5264,AK6404015578120020621,MOOSE CREEK,2002,6,21,72724.60052,110713543.1,Wildfire
375,2938,AK6391714599120100517,MISSISSIPPI IMPACT AREA,2010,5,17,49745.59643,61242972.95,Prescribed Fire
376,19692,AK6393014272620040629,TAYLOR HIGHWAY COMPLEX (ANOMALY),2004,6,29,132245.6658,410925192.4,Wildfire
377,10243,AK6393015752719840606,MUD FIRE,1984,6,6,135164.241,213753728.9,Wildfire
378,2063,AK6393214888720110521,FRANCISCREEK,2011,5,21,52448.3369,43069222.51,Wildfire
379,6413,AK6393215763020050727,TLATL HILLS,2005,7,27,126917.518,133848372.6,Wildfire
380,14008,AK6393314632820070520,OPERATION BURN BOLIO,2007,5,20,244360.2012,292598185,Prescribed Fire
381,2429,AK6393414918919870630,SLATE CREK,1987,6,30,38703.50107,50695305.72,Wildfire
382,1393,AK6393815348420160715,PARADISE FORK,2016,7,15,40635.79813,29084041.16,Wildfire
383,33500,AK6393815799520050725,LITTLE MUD RIVER #1,2005,7,25,282595.7148,699777150,Wildfire
384,62240,AK6393915220320130622,BEAVER LOG LAKES,2013,6,22,311141.2117,1305847008,Wildfire
385,2773,AK6394215655920040720,NORTH FORK INNOKO,2004,7,20,55314.96609,57922704.8,Wildfire
386,2169,AK6394314880320100526,POPAVICH,2010,5,26,31015.96396,45294977.26,Wildfire
387,9766,AK6394715047720000626,CHITSIA,2000,6,26,103377.0417,204027318.1,Wildfire
388,2853,AK6394915413920050617,SULUKNA RIVER,2005,6,17,59551.8467,59611589.53,Wildfire
389,2679,AK6394915958720050726,OLD WOMAN RIVER,2005,7,26,52325.16369,55991715.47,Wildfire
390,3002,AK6395214639220120621,DELTA CREEK # 2,2012,6,21,48611.17807,62775906.6,Wildfire
391,5365,AK6395614630220120610,OKLAHOMA IMPACT AREA,2012,6,10,134071.5834,112359141.8,Prescribed Fire
392,38398,AK6395914637020090501,OKLAHOMA 2,2009,5,1,144532.5006,802955011,Wildfire
393,8577,AK6396214485020150617,HEALY LAKE,2015,6,17,88991.98314,179057964.6,Wildfire
394,23797,AK6396614637219900628,MILITARY #7,1990,6,28,234611.2983,497850812.7,Wildfire
395,134924,AK6418515356620090613,NOWITNA,2009,6,13,757716.8209,2878499668,Wildland Fire Use
396,1398,AK6418815265820100528,SISCHU 1,2010,5,28,34922.29134,29708090.15,Prescribed Fire
397,9395,AK6418915922420040716,ROTO RIVER,2004,7,16,89744.76119,199720663.1,Wildfire
398,24974,AK6419815150220020606,JOHN HANSEN CREEK,2002,6,6,175591.8507,531270008,Wildland Fire Use
399,87861,AK6422214875720090802,RAILBELT COMPLEX (REX CREEK),2009,8,2,248426.4469,1872212670,Wildfire
400,2181,AK6422715001720050812,TOKLAT 2,2005,8,12,47707.57768,46481170.94,Wildfire
401,79220,AK6422715624420050730,EAST FORK YUKI RIVER,2005,7,30,545621.1231,1694440816,Wildfire
402,78230,AK6422914089220050628,SMITH CREEK,2005,6,28,330464.4544,1667824908,Wildfire
403,39211,AK6423315310020150626,SETHKOKNA,2015,6,26,335188.4432,837012097.5,Wildfire
404,4930,AK6423914483320100601,DELTA COMPLEX (BIG SWEDE),2010,6,1,89591.76595,105177530.6,Wildfire
405,1401,AK6424014931020030526,REX BRIDGE,2003,5,26,44241.38135,29890238.79,Wildfire
406,15932,AK6424014963219900526,TEKLANIKA,1990,5,26,104915.2603,339932069.5,Wildfire
407,68820,AK6424415799020000625,YUKON CREEK,2000,6,25,334093.8351,1468792944,Wildfire
408,4754,AK6425015729619910622,131356,1991,6,22,72690.87489,101504172,Wildfire
409,1889,AK6425315004020050616,TOKLAT,2005,6,16,34385.19749,40338859.36,Wildfire
410,37978,AK6426114723720150621,BLAIR,2015,6,21,334563.6535,811022587.8,Wildfire
411,8624,AK6426414944620150621,KOBE,2015,6,21,92367.3228,184376848.1,Wildfire
412,44423,AK6426615431620130621,SULATNA RIVER,2013,6,21,311526.6388,948389626.9,Wildfire
413,2092,AK6426915758920010625,EDDY CREEK,2001,6,25,52237.56733,44730942.43,Wildfire
414,1607,AK6427014932819910613,BIG REX,1991,6,13,28426.96966,34355596.78,Wildfire
415,43371,AK6428114168920040703,LUCKY CREEK,2004,7,3,303861.4061,928161083.8,Wildfire
416,2248,AK6404514347520030810,MOLLY CREEK,2003,8,10,61228.45928,47268783.4,Wildfire
417,62508,AK6406014607919980521,CARLA LAKE,1998,5,21,375813.1719,1316556416,Wildfire
418,25543,AK6406415132120020720,JOHN HANSEN LAKE,2002,7,20,252221.385,538133494.9,Wildfire
419,15916,AK6406715413320150623,SULUKNA,2015,6,23,182425.4779,335324692.1,Wildfire
420,127573,AK6407715233220020605,SISCHU,2002,6,5,394890.7741,2690167548,Wildfire
421,94290,AK6407715636220050628,CAMP CREEK,2005,6,28,685337.7902,1981609723,Wildfire
422,3144,AK6408414134219980603,WALKER FORK,1998,6,3,62486.5186,66337837.87,Wildfire
423,15280,AK6408415061520090712,BEAR PAW,2009,7,12,319060.0123,322376826.4,Wildland Fire Use
424,9302,AK6408715802720050729,KALYUH HILL,2005,7,29,136857.6111,196308766.5,Wildfire
425,5871,AK6409815158720130624,DEAD FISH LAKE,2013,6,24,88071.51282,123810095.6,Wildfire
426,100672,AK6410015373320150620,SEA,2015,6,20,651953.5576,2116495977,Wildfire
427,26220,AK6410714281919990515,MOSQUITO,1999,5,15,436736.284,553903462.7,Wildfire
428,33081,AK6410815737320050727,LITTLE MUD RIVER 2,2005,7,27,332911.1726,698012855.3,Wildfire
429,9645,AK6410914938720120623,BEAR CREEK #4,2012,6,23,124289.4614,204337788.2,Wildfire
430,14163,AK6411514688520060515,LITTLE DELTA RIVER,2006,5,15,119701.2459,299489610,Wildfire
431,9223,AK6411814450920150617,MICHIGAN CREEK,2015,6,17,150550.0005,195309867.5,Wildfire
432,11972,AK6412116029820130620,SHAKTOOLIK RIVER,2013,6,20,115496.1115,253413849.7,Wildfire
433,6832,AK6412215087220050716,BEAR PAW MOUNTAIN,2005,7,16,81954.22486,144548133.6,Wildfire
434,48653,AK6412414489420110526,EASTVOLKMAR,2011,5,26,603161.1632,1032337941,Wildfire
435,3742,AK6413515308520130802,SETHKOKNA,2013,8,2,59013.01884,79358161.25,Wildfire
436,2882,AK6413615285520100528,SISCHU 2,2010,5,28,48127.46201,61031165.49,Prescribed Fire
437,5478,AK6413714390020040813,UPPER HEALY RIVER,2004,8,13,76836.37009,115980546.6,Wildfire
438,39542,AK6415215082120000624,BEARPAW MT,2000,6,24,271612.9751,838327253.4,Wildfire
439,4375,AK6415315511720150621,LITTLE MOOSE,2015,6,21,112058.5453,92846433.71,Wildfire
440,29836,AK6416114695620070429,LITTLE DELTA,2007,4,29,425524.3262,633962151.2,Wildfire
441,22515,AK6417215667620150622,BARE MT,2015,6,22,310827.1393,478344427.1,Wildfire
442,73270,AK6417715547020020721,LONG CREEK,2002,7,21,281883.5224,1556273319,Wildfire
443,1548,AK6444415014320070629,UNNAMED,2007,6,29,26147.8604,33509633.45,Wildfire
444,120133,AK6445414789820090712,WOOD RIVER 1,2009,7,12,416751.8912,2603270304,Wildland Fire Use
445,40457,AK6445615319920020608,BIG MUD,2002,6,8,243713.3629,876801944.4,Wildfire
446,5288,AK6445714633619990705,MCCOY CREEK,1999,7,5,104654.8658,114603938.6,Wildfire
447,9437,AK6446115616220100624,YUKI RIVER,2010,6,24,126281.8805,204597313.2,Wildfire
448,120372,AK6446715114520090617,ZITZIANA,2009,6,17,811593.9235,2610945188,Wildfire
449,3092,AK6447315179920050617,BITZSHTINI MOUNTAIN,2005,6,17,74113.46656,67088329.58,Wildfire
450,4065,AK6447315729220150623,TOTSON,2015,6,23,103350.0438,88275072.49,Wildfire
451,125276,AK6447814879320060607,PARKS HWY,2006,6,7,472840.611,2719492337,Wildfire
452,1897,AK6448214467319840607,GLACIER CREEK,1984,6,7,39504.30833,41190231.56,Wildfire
453,49047,AK6448314731620120623,DRY CREEK,2012,6,23,315612.1285,1072133383,Wildfire
454,7507,AK6449114776620040808,WILLOW CREEK,2004,8,8,95749.03776,163123190.4,Wildfire
455,13214,AK6449215431720100531,LOST RIVER,2010,5,31,140359.1766,287141580.2,Wildfire
456,1116,AK6449714148119940811,EAA SW 20,1994,8,11,27244.40942,24254101.49,Wildfire
457,1100,AK6450114644520160715,MID SALCHA,2016,7,15,38955.10185,23938341.63,Wildfire
458,39092,AK6450115234620050809,CHITANATALA MOUNTAINS,2005,8,9,242583.021,850055227.1,Wildfire
459,149819,AK6451514109620050712,BOUNDARY CREEK,2005,7,12,522747.6012,3261021402,Wildfire
460,12867,AK6451714457119900709,SHAWNEE,1990,7,9,133721.7287,280120743.8,Wildfire
461,260205,AK6452215036320020608,GESKAKMINA LAKE,2002,6,8,815008.4409,5657631192,Wildfire
462,14560,AK6453214178420040626,CHAMPION CREEK,2004,6,26,133573.1719,317306836.7,Wildfire
463,1446,AK6428715665520150622,KETLKEDE,2015,6,22,55395.29895,30898913.96,Wildfire
464,11801,AK6429315747920150622,CAMP CREEK,2015,6,22,147806.6971,253611761.2,Wildfire
465,4013,AK6429714547019860615,RAPID CREEK,1986,6,15,65048.82232,85975276.04,Wildfire
466,49787,AK6430214514520030614,SAND CREEK,2003,6,14,258857.3204,1067017354,Wildfire
467,2997,AK6430314941120000624,CLEAR,2000,6,24,46548.50126,64233354.49,Wildfire
468,3056,AK6430315303620130627,TITNA,2013,6,27,57053.86563,65478677.42,Wildfire
469,1300,AK6431115699319850801,531028,1985,8,1,38914.94379,27889893.07,Wildfire
470,2967,AK6431514193019870623,FBK E 155,1987,6,23,76548.71827,63651319.41,Wildfire
471,1165,AK6431514726620050615,DRY CREEK,2005,6,15,29003.89705,24984407.79,Wildfire
472,83362,AK6431714867020010620,FISH CREEK,2001,6,20,519745.7275,1788622432,Wildfire
473,15042,AK6432615471519860708,631053,1986,7,8,139935.5732,322940701.1,Wildfire
474,2377,AK6433215666120150623,KETLKEDE 3,2015,6,23,98187.27651,51016450.26,Wildfire
475,2201,AK6433514756220010623,TRACTOR TRAIL,2001,6,23,57197.51433,47290494.78,Wildfire
476,20520,AK6433814575820100526,DELTA COMPLEX (GILLES CREEK),2010,5,26,200108.0984,440949556.5,Wildfire
477,39035,AK6434215802720150622,YUKON CREEK,2015,6,22,407798.9364,836882398,Wildfire
478,6758,AK6434315289820050810,TITNA RIVER,2005,8,10,131970.4245,145517654,Wildfire
479,146447,AK6434715059120100604,TOKLAT 2,2010,6,4,966960.4828,3123896253,Wildfire
480,12539,AK6435714525419860615,BLUEBERRY,1986,6,15,143944.8095,269813053.3,Wildfire
481,3322,AK6436414900720150621,FISH CREEK,2015,6,21,60045.05637,71557136.52,Wildfire
482,157456,AK6436515258220090711,TITNA RIVER,2009,7,11,1114636.482,3390154131,Wildland Fire Use
483,39630,AK6437014133320040622,EAGLE COMPLEX (KING CREEK),2004,6,22,385543.1576,853584765.6,Wildfire
484,26331,AK6438015038420090523,KANTISHNA RIVER,2009,5,23,316188.0808,566639634.4,Wildland Fire Use
485,1374,AK6438415684620150622,KALAKAKET CREEK,2015,6,22,35829.80412,29618763.94,Wildfire
486,1820,AK6440914500719900704,NORTH FORK,1990,7,4,43486.04329,39300704.91,Wildfire
487,12387,AK6441514237720040703,BULLION CREEK,2004,7,3,164594.3935,267679349.9,Wildfire
488,2564,AK6442115014319930715,DUNE LAKE,1993,7,15,54844.36165,55418443.45,Wildfire
489,29664,AK6443815297520150629,LAWSON,2015,6,29,242808.6427,642474010.5,Wildfire
490,1164,AK6444014246819940811,EAA SW 37,1994,8,11,30656.08058,25207340.67,Wildfire
491,2765,AK6463715229020110530,CHITANANA,2011,5,30,33237.21585,60789223.71,Wildfire
492,56568,AK6465015176720150623,LLOYD,2015,6,23,333753.3322,1245858843,Wildfire
493,4852,AK6465414481119930716,PORCUPINE,1993,7,16,67382.4023,106690671.8,Wildfire
494,3639,AK6465615244420130803,CHITANANA,2013,8,3,61704.87568,79917728.33,Wildfire
495,1515,AK6465715383819990714,ROUND LAKE,1999,7,14,38655.44717,33327593.98,Wildfire
496,43011,AK6467015370020090710,LITTLE MUD,2009,7,10,562778.0713,945044206.4,Wildland Fire Use
497,3011,AK6467115415220110707,NOWITNARIVER1,2011,7,7,53426.80155,66295605.59,Wildfire
498,167771,AK6467315092520000613,ZITZIANA,2000,6,13,537314.9829,3694317891,Wildfire
499,141022,AK6467415292620150622,BIG MUD RIVER 1,2015,6,22,931744.543,3104104896,Wildfire
500,2101,AK6469214578220130811,CARIBOU CREEK,2013,8,11,40576.61553,46329519.13,Wildfire
501,2274,AK6469515229420100925,REDLANDS LAKE,2010,9,25,57083.25972,50148968.73,Prescribed Fire
502,13174,AK6469614793420100610,WILLOW CREEK,2010,6,10,165247.852,290581271,Prescribed Fire
503,3080,AK6469615502220070705,BIG CREEK,2007,7,5,84853.58248,67937781.56,Wildfire
504,1274,AK6469714970819900706,BEAR LAKE,1990,7,6,33069.66653,28099390.08,Wildfire
505,87982,AK6470014646720130619,STUART CREEK #2,2013,6,19,330990.384,1950263678,Wildfire
506,1223,AK6470814651420110515,STUARTCREEKRX,2011,5,15,77904.21179,27010930.18,Prescribed Fire
507,29520,AK6471114157920050721,MISSION CREEK,2005,7,21,284404.3074,651883858.5,Wildfire
508,2145,AK6471414645820150507,STUART INERT 2,2015,5,7,73792.5638,47388128.79,Wildfire
509,7576,AK6471615826420150622,SOUTH FORK,2015,6,22,136328.9143,167233091.9,Wildfire
510,4268,AK6472014584719860630,CARIBOU,1986,6,30,89684.03155,94307585.35,Wildfire
511,4937,AK6472215973920150623,SHAKTOOLIK,2015,6,23,158270.1948,109109789.7,Wildfire
512,1162,AK6472414466020030614,PORCUPINE,2003,6,14,30802.50686,25681111.46,Wildfire
513,6507,AK6472815192120110531,LLOYD,2011,5,31,110248.6432,143871219.1,Wildfire
